case_id,name,value
LEGAL-START-AFTER-EXIT,RateSel,Contractual
LEGAL-START-AFTER-EXIT,UserRate,0.0
LEGAL-START-AFTER-EXIT,LegalInit,10000
LEGAL-START-AFTER-EXIT,LegalStartM,30
LEGAL-START-AFTER-EXIT,HoldCost,500
LEGAL-START-AFTER-EXIT,LegalEndM,40
LEGAL-START-AFTER-EXIT,AddBack,No
LEGAL-START-AFTER-EXIT,ExitType,PIF
LEGAL-START-AFTER-EXIT,DPOPct,0.25
LEGAL-START-AFTER-EXIT,UserExit,0.0
LEGAL-START-AFTER-EXIT,ValCapPct,1.0
LEGAL-START-AFTER-EXIT,YTMTgt,0.15
LEGAL-START-AFTER-EXIT,AddAccrued,No
LEGAL-START-AFTER-EXIT,LiqAcrM,0
LEGAL-START-AFTER-EXIT,StartMonth,1
LEGAL-START-AFTER-EXIT,ExitMonth,24
LEGAL-START-AFTER-EXIT,BidOverride,
LEGAL-START-AFTER-EXIT,Yield,0.15
LEGAL-START-AFTER-EXIT,CutoffDt,2026-07-01
LEGAL-START-AFTER-EXIT,AnchorDt,2026-07-31
LEGAL-START-AFTER-EXIT,MinMonthsJ2,0
LEGAL-START-AFTER-EXIT,HurdleYTM,0.1
LEGAL-START-AFTER-EXIT,HurdleCY,0.09
LEGAL-START-AFTER-EXIT,HurdleMOIC,1.3
LEGAL-START-AFTER-EXIT,RelColl,2500000.0
LEGAL-END-BEFORE-START,LoanNo,000005100324610
LEGAL-END-BEFORE-START,UPB,1000000.0
LEGAL-END-BEFORE-START,IntBal,40000.0
LEGAL-END-BEFORE-START,CRate,0.0725
LEGAL-END-BEFORE-START,DRate,0.1225
LEGAL-END-BEFORE-START,CPmt,7500.0
LEGAL-END-BEFORE-START,MatDt,2031-06-01
LEGAL-END-BEFORE-START,T3,22000.0
LEGAL-END-BEFORE-START,T6,44000.0
LEGAL-END-BEFORE-START,T12,88000.0
LEGAL-END-BEFORE-START,T24,176000.0
LEGAL-END-BEFORE-START,PmtSel,Current PMT
LEGAL-END-BEFORE-START,UserPmt,0.0
LEGAL-END-BEFORE-START,TermMonths,0
LEGAL-END-BEFORE-START,MTrailSel,12M
LEGAL-END-BEFORE-START,TrailPct,1.0
LEGAL-END-BEFORE-START,RateSel,Contractual
LEGAL-END-BEFORE-START,UserRate,0.0
LEGAL-END-BEFORE-START,LegalInit,10000
LEGAL-END-BEFORE-START,LegalStartM,9
LEGAL-END-BEFORE-START,HoldCost,500
LEGAL-END-BEFORE-START,LegalEndM,3
LEGAL-END-BEFORE-START,AddBack,"Yes, Both"
LEGAL-END-BEFORE-START,ExitType,PIF
LEGAL-END-BEFORE-START,DPOPct,0.25
LEGAL-END-BEFORE-START,UserExit,0.0
LEGAL-END-BEFORE-START,ValCapPct,1.0
LEGAL-END-BEFORE-START,YTMTgt,0.15
LEGAL-END-BEFORE-START,AddAccrued,No
LEGAL-END-BEFORE-START,LiqAcrM,0
LEGAL-END-BEFORE-START,StartMonth,1
LEGAL-END-BEFORE-START,ExitMonth,24
LEGAL-END-BEFORE-START,BidOverride,
LEGAL-END-BEFORE-START,Yield,0.15
LEGAL-END-BEFORE-START,CutoffDt,2026-07-01
LEGAL-END-BEFORE-START,AnchorDt,2026-07-31
LEGAL-END-BEFORE-START,MinMonthsJ2,0
LEGAL-END-BEFORE-START,HurdleYTM,0.1
LEGAL-END-BEFORE-START,HurdleCY,0.09
LEGAL-END-BEFORE-START,HurdleMOIC,1.3
LEGAL-END-BEFORE-START,RelColl,2500000.0
LEGAL-IRRSOLVE,LoanNo,000005100324610
LEGAL-IRRSOLVE,UPB,1000000.0
LEGAL-IRRSOLVE,IntBal,40000.0
LEGAL-IRRSOLVE,CRate,0.0725
LEGAL-IRRSOLVE,DRate,0.1225
LEGAL-IRRSOLVE,CPmt,7500.0
LEGAL-IRRSOLVE,MatDt,2031-06-01
LEGAL-IRRSOLVE,T3,22000.0
LEGAL-IRRSOLVE,T6,44000.0
LEGAL-IRRSOLVE,T12,88000.0
LEGAL-IRRSOLVE,T24,176000.0
LEGAL-IRRSOLVE,PmtSel,Current PMT
LEGAL-IRRSOLVE,UserPmt,0.0
LEGAL-IRRSOLVE,TermMonths,0
LEGAL-IRRSOLVE,MTrailSel,12M
LEGAL-IRRSOLVE,TrailPct,1.0
LEGAL-IRRSOLVE,RateSel,Contractual
LEGAL-IRRSOLVE,UserRate,0.0
LEGAL-IRRSOLVE,LegalInit,10000
LEGAL-IRRSOLVE,LegalStartM,3
LEGAL-IRRSOLVE,HoldCost,500
LEGAL-IRRSOLVE,LegalEndM,9
LEGAL-IRRSOLVE,AddBack,"Yes, Both"
LEGAL-IRRSOLVE,ExitType,IRR Solve
LEGAL-IRRSOLVE,DPOPct,0.25
LEGAL-IRRSOLVE,UserExit,0.0
LEGAL-IRRSOLVE,ValCapPct,1.0
LEGAL-IRRSOLVE,YTMTgt,0.12
LEGAL-IRRSOLVE,AddAccrued,No
LEGAL-IRRSOLVE,LiqAcrM,0
LEGAL-IRRSOLVE,StartMonth,1
LEGAL-IRRSOLVE,ExitMonth,24
LEGAL-IRRSOLVE,BidOverride,
LEGAL-IRRSOLVE,Yield,0.15
LEGAL-IRRSOLVE,CutoffDt,2026-07-01
LEGAL-IRRSOLVE,AnchorDt,2026-07-31
LEGAL-IRRSOLVE,MinMonthsJ2,0
LEGAL-IRRSOLVE,HurdleYTM,0.1
LEGAL-IRRSOLVE,HurdleCY,0.09
LEGAL-IRRSOLVE,HurdleMOIC,1.3
LEGAL-IRRSOLVE,RelColl,2500000.0
D360-FEB28,LoanNo,000005100324610
D360-FEB28,UPB,1000000.0
D360-FEB28,IntBal,40000.0
D360-FEB28,CRate,0.0725
D360-FEB28,DRate,0.1225
D360-FEB28,CPmt,7500.0
D360-FEB28,MatDt,2028-02-28
D360-FEB28,T3,22000.0
D360-FEB28,T6,44000.0
D360-FEB28,T12,88000.0
D360-FEB28,T24,176000.0
D360-FEB28,PmtSel,Current PMT
D360-FEB28,UserPmt,0.0
D360-FEB28,TermMonths,0
D360-FEB28,MTrailSel,12M
D360-FEB28,TrailPct,1.0
D360-FEB28,RateSel,Contractual
D360-FEB28,UserRate,0.0
D360-FEB28,LegalInit,0.0
D360-FEB28,LegalStartM,0
D360-FEB28,HoldCost,0.0
D360-FEB28,LegalEndM,0
D360-FEB28,AddBack,No
D360-FEB28,ExitType,PIF
D360-FEB28,DPOPct,0.25
D360-FEB28,UserExit,0.0
D360-FEB28,ValCapPct,1.0
D360-FEB28,YTMTgt,0.15
D360-FEB28,AddAccrued,No
D360-FEB28,LiqAcrM,0
D360-FEB28,StartMonth,1
D360-FEB28,ExitMonth,24
D360-FEB28,BidOverride,
D360-FEB28,Yield,0.15
D360-FEB28,CutoffDt,2026-02-28
D360-FEB28,AnchorDt,2026-07-31
D360-FEB28,MinMonthsJ2,0
D360-FEB28,HurdleYTM,0.1
D360-FEB28,HurdleCY,0.09
D360-FEB28,HurdleMOIC,1.3
D360-FEB28,RelColl,2500000.0
D360-JAN30-FEB28,LoanNo,000005100324610
D360-JAN30-FEB28,UPB,1000000.0
D360-JAN30-FEB28,IntBal,40000.0
D360-JAN30-FEB28,CRate,0.0725
D360-JAN30-FEB28,DRate,0.1225
D360-JAN30-FEB28,CPmt,7500.0
D360-JAN30-FEB28,MatDt,2027-02-28
D360-JAN30-FEB28,T3,22000.0
D360-JAN30-FEB28,T6,44000.0
D360-JAN30-FEB28,T12,88000.0
D360-JAN30-FEB28,T24,176000.0
D360-JAN30-FEB28,PmtSel,Current PMT
D360-JAN30-FEB28,UserPmt,0.0
D360-JAN30-FEB28,TermMonths,0
D360-JAN30-FEB28,MTrailSel,12M
D360-JAN30-FEB28,TrailPct,1.0
D360-JAN30-FEB28,RateSel,Contractual
D360-JAN30-FEB28,UserRate,0.0
D360-JAN30-FEB28,LegalInit,0.0
D360-JAN30-FEB28,LegalStartM,0
D360-JAN30-FEB28,HoldCost,0.0
D360-JAN30-FEB28,LegalEndM,0
D360-JAN30-FEB28,AddBack,No
D360-JAN30-FEB28,ExitType,PIF
D360-JAN30-FEB28,DPOPct,0.25
D360-JAN30-FEB28,UserExit,0.0
D360-JAN30-FEB28,ValCapPct,1.0
D360-JAN30-FEB28,YTMTgt,0.15
D360-JAN30-FEB28,AddAccrued,No
D360-JAN30-FEB28,LiqAcrM,0
D360-JAN30-FEB28,StartMonth,1
D360-JAN30-FEB28,ExitMonth,24
D360-JAN30-FEB28,BidOverride,
D360-JAN30-FEB28,Yield,0.15
D360-JAN30-FEB28,CutoffDt,2026-01-30
D360-JAN30-FEB28,AnchorDt,2026-07-31
D360-JAN30-FEB28,MinMonthsJ2,0
D360-JAN30-FEB28,HurdleYTM,0.1
D360-JAN30-FEB28,HurdleCY,0.09
D360-JAN30-FEB28,HurdleMOIC,1.3
D360-JAN30-FEB28,RelColl,2500000.0
D360-MAT-BEFORE-CUTOFF,LoanNo,000005100324610
D360-MAT-BEFORE-CUTOFF,UPB,1000000.0
D360-MAT-BEFORE-CUTOFF,IntBal,40000.0
D360-MAT-BEFORE-CUTOFF,CRate,0.0725
D360-MAT-BEFORE-CUTOFF,DRate,0.1225
D360-MAT-BEFORE-CUTOFF,CPmt,7500.0
D360-MAT-BEFORE-CUTOFF,MatDt,2025-01-01
D360-MAT-BEFORE-CUTOFF,T3,22000.0
D360-MAT-BEFORE-CUTOFF,T6,44000.0
D360-MAT-BEFORE-CUTOFF,T12,88000.0
D360-MAT-BEFORE-CUTOFF,T24,176000.0
D360-MAT-BEFORE-CUTOFF,PmtSel,Current PMT
D360-MAT-BEFORE-CUTOFF,UserPmt,0.0
D360-MAT-BEFORE-CUTOFF,TermMonths,0
D360-MAT-BEFORE-CUTOFF,MTrailSel,12M
D360-MAT-BEFORE-CUTOFF,TrailPct,1.0
D360-MAT-BEFORE-CUTOFF,RateSel,Contractual
D360-MAT-BEFORE-CUTOFF,UserRate,0.0
D360-MAT-BEFORE-CUTOFF,LegalInit,0.0
D360-MAT-BEFORE-CUTOFF,LegalStartM,0
D360-MAT-BEFORE-CUTOFF,HoldCost,0.0
D360-MAT-BEFORE-CUTOFF,LegalEndM,0
D360-MAT-BEFORE-CUTOFF,AddBack,No
D360-MAT-BEFORE-CUTOFF,ExitType,PIF
D360-MAT-BEFORE-CUTOFF,DPOPct,0.25
D360-MAT-BEFORE-CUTOFF,UserExit,0.0
D360-MAT-BEFORE-CUTOFF,ValCapPct,1.0
D360-MAT-BEFORE-CUTOFF,YTMTgt,0.15
D360-MAT-BEFORE-CUTOFF,AddAccrued,No
D360-MAT-BEFORE-CUTOFF,LiqAcrM,0
D360-MAT-BEFORE-CUTOFF,StartMonth,1
D360-MAT-BEFORE-CUTOFF,ExitMonth,24
D360-MAT-BEFORE-CUTOFF,BidOverride,
D360-MAT-BEFORE-CUTOFF,Yield,0.15
D360-MAT-BEFORE-CUTOFF,CutoffDt,2026-07-01
D360-MAT-BEFORE-CUTOFF,AnchorDt,2026-07-31
D360-MAT-BEFORE-CUTOFF,MinMonthsJ2,0
D360-MAT-BEFORE-CUTOFF,HurdleYTM,0.1
D360-MAT-BEFORE-CUTOFF,HurdleCY,0.09
D360-MAT-BEFORE-CUTOFF,HurdleMOIC,1.3
D360-MAT-BEFORE-CUTOFF,RelColl,2500000.0
DATEDIF-DAYROLL,LoanNo,000005100324610
DATEDIF-DAYROLL,UPB,1000000.0
DATEDIF-DAYROLL,IntBal,40000.0
DATEDIF-DAYROLL,CRate,0.0725
DATEDIF-DAYROLL,DRate,0.1225
DATEDIF-DAYROLL,CPmt,7500.0
DATEDIF-DAYROLL,MatDt,2031-06-15
DATEDIF-DAYROLL,T3,22000.0
DATEDIF-DAYROLL,T6,44000.0
DATEDIF-DAYROLL,T12,88000.0
DATEDIF-DAYROLL,T24,176000.0
DATEDIF-DAYROLL,PmtSel,Current PMT
DATEDIF-DAYROLL,UserPmt,0.0
DATEDIF-DAYROLL,TermMonths,0
DATEDIF-DAYROLL,MTrailSel,12M
DATEDIF-DAYROLL,TrailPct,1.0
DATEDIF-DAYROLL,RateSel,Contractual
DATEDIF-DAYROLL,UserRate,0.0
DATEDIF-DAYROLL,LegalInit,0.0
DATEDIF-DAYROLL,LegalStartM,0
DATEDIF-DAYROLL,HoldCost,0.0
DATEDIF-DAYROLL,LegalEndM,0
DATEDIF-DAYROLL,AddBack,No
DATEDIF-DAYROLL,ExitType,PIF
DATEDIF-DAYROLL,DPOPct,0.25
DATEDIF-DAYROLL,UserExit,0.0
DATEDIF-DAYROLL,ValCapPct,1.0
DATEDIF-DAYROLL,YTMTgt,0.15
DATEDIF-DAYROLL,AddAccrued,No
DATEDIF-DAYROLL,LiqAcrM,0
DATEDIF-DAYROLL,StartMonth,1
DATEDIF-DAYROLL,ExitMonth,24
DATEDIF-DAYROLL,BidOverride,
DATEDIF-DAYROLL,Yield,0.15
DATEDIF-DAYROLL,CutoffDt,2026-07-20
DATEDIF-DAYROLL,AnchorDt,2026-07-31
DATEDIF-DAYROLL,MinMonthsJ2,0
DATEDIF-DAYROLL,HurdleYTM,0.1
DATEDIF-DAYROLL,HurdleCY,0.09
DATEDIF-DAYROLL,HurdleMOIC,1.3
DATEDIF-DAYROLL,RelColl,2500000.0
YTM-J2-FLOOR,LoanNo,000005100324610
YTM-J2-FLOOR,UPB,1000000.0
YTM-J2-FLOOR,IntBal,40000.0
YTM-J2-FLOOR,CRate,0.0725
YTM-J2-FLOOR,DRate,0.1225
YTM-J2-FLOOR,CPmt,7500.0
YTM-J2-FLOOR,MatDt,2027-03-01
YTM-J2-FLOOR,T3,22000.0
YTM-J2-FLOOR,T6,44000.0
YTM-J2-FLOOR,T12,88000.0
YTM-J2-FLOOR,T24,176000.0
YTM-J2-FLOOR,PmtSel,Current PMT
YTM-J2-FLOOR,UserPmt,0.0
YTM-J2-FLOOR,TermMonths,0
YTM-J2-FLOOR,MTrailSel,12M
YTM-J2-FLOOR,TrailPct,1.0
YTM-J2-FLOOR,RateSel,Contractual
YTM-J2-FLOOR,UserRate,0.0
YTM-J2-FLOOR,LegalInit,0.0
YTM-J2-FLOOR,LegalStartM,0
YTM-J2-FLOOR,HoldCost,0.0
YTM-J2-FLOOR,LegalEndM,0
YTM-J2-FLOOR,AddBack,No
YTM-J2-FLOOR,ExitType,PIF
YTM-J2-FLOOR,DPOPct,0.25
YTM-J2-FLOOR,UserExit,0.0
YTM-J2-FLOOR,ValCapPct,1.0
YTM-J2-FLOOR,YTMTgt,0.15
YTM-J2-FLOOR,AddAccrued,No
YTM-J2-FLOOR,LiqAcrM,0
YTM-J2-FLOOR,StartMonth,1
YTM-J2-FLOOR,ExitMonth,24
YTM-J2-FLOOR,BidOverride,
YTM-J2-FLOOR,Yield,0.15
YTM-J2-FLOOR,CutoffDt,2026-07-01
YTM-J2-FLOOR,AnchorDt,2026-07-31
YTM-J2-FLOOR,MinMonthsJ2,24
YTM-J2-FLOOR,HurdleYTM,0.1
YTM-J2-FLOOR,HurdleCY,0.09
YTM-J2-FLOOR,HurdleMOIC,1.3
YTM-J2-FLOOR,RelColl,2500000.0
NPER-PMT-LT-INTEREST,LoanNo,000005100324610
NPER-PMT-LT-INTEREST,UPB,1000000.0
NPER-PMT-LT-INTEREST,IntBal,40000.0
NPER-PMT-LT-INTEREST,CRate,0.0725
NPER-PMT-LT-INTEREST,DRate,0.1225
NPER-PMT-LT-INTEREST,CPmt,5000
NPER-PMT-LT-INTEREST,MatDt,2031-06-01
NPER-PMT-LT-INTEREST,T3,22000.0
NPER-PMT-LT-INTEREST,T6,44000.0
NPER-PMT-LT-INTEREST,T12,88000.0
NPER-PMT-LT-INTEREST,T24,176000.0
NPER-PMT-LT-INTEREST,PmtSel,Current PMT
NPER-PMT-LT-INTEREST,UserPmt,0.0
NPER-PMT-LT-INTEREST,TermMonths,0
NPER-PMT-LT-INTEREST,MTrailSel,12M
NPER-PMT-LT-INTEREST,TrailPct,1.0
NPER-PMT-LT-INTEREST,RateSel,Contractual
NPER-PMT-LT-INTEREST,UserRate,0.0
NPER-PMT-LT-INTEREST,LegalInit,0.0
NPER-PMT-LT-INTEREST,LegalStartM,0
NPER-PMT-LT-INTEREST,HoldCost,0.0
NPER-PMT-LT-INTEREST,LegalEndM,0
NPER-PMT-LT-INTEREST,AddBack,No
NPER-PMT-LT-INTEREST,ExitType,PIF
NPER-PMT-LT-INTEREST,DPOPct,0.25
NPER-PMT-LT-INTEREST,UserExit,0.0
NPER-PMT-LT-INTEREST,ValCapPct,1.0
NPER-PMT-LT-INTEREST,YTMTgt,0.15
NPER-PMT-LT-INTEREST,AddAccrued,No
NPER-PMT-LT-INTEREST,LiqAcrM,0
NPER-PMT-LT-INTEREST,StartMonth,1
NPER-PMT-LT-INTEREST,ExitMonth,24
NPER-PMT-LT-INTEREST,BidOverride,
NPER-PMT-LT-INTEREST,Yield,0.15
NPER-PMT-LT-INTEREST,CutoffDt,2026-07-01
NPER-PMT-LT-INTEREST,AnchorDt,2026-07-31
NPER-PMT-LT-INTEREST,MinMonthsJ2,0
NPER-PMT-LT-INTEREST,HurdleYTM,0.1
NPER-PMT-LT-INTEREST,HurdleCY,0.09
NPER-PMT-LT-INTEREST,HurdleMOIC,1.3
NPER-PMT-LT-INTEREST,RelColl,2500000.0
NPER-BIG,LoanNo,000005100324610
NPER-BIG,UPB,1000000.0
NPER-BIG,IntBal,40000.0
NPER-BIG,CRate,0.0725
NPER-BIG,DRate,0.1225
NPER-BIG,CPmt,6100
NPER-BIG,MatDt,2031-06-01
NPER-BIG,T3,22000.0
NPER-BIG,T6,44000.0
NPER-BIG,T12,88000.0
NPER-BIG,T24,176000.0
NPER-BIG,PmtSel,Current PMT
NPER-BIG,UserPmt,0.0
NPER-BIG,TermMonths,0
NPER-BIG,MTrailSel,12M
NPER-BIG,TrailPct,1.0
NPER-BIG,RateSel,Contractual
NPER-BIG,UserRate,0.0
NPER-BIG,LegalInit,0.0
NPER-BIG,LegalStartM,0
NPER-BIG,HoldCost,0.0
NPER-BIG,LegalEndM,0
NPER-BIG,AddBack,No
NPER-BIG,ExitType,PIF
NPER-BIG,DPOPct,0.25
NPER-BIG,UserExit,0.0
NPER-BIG,ValCapPct,1.0
NPER-BIG,YTMTgt,0.15
NPER-BIG,AddAccrued,No
NPER-BIG,LiqAcrM,0
NPER-BIG,StartMonth,1
NPER-BIG,ExitMonth,24
NPER-BIG,BidOverride,
NPER-BIG,Yield,0.15
NPER-BIG,CutoffDt,2026-07-01
NPER-BIG,AnchorDt,2026-07-31
NPER-BIG,MinMonthsJ2,0
NPER-BIG,HurdleYTM,0.1
NPER-BIG,HurdleCY,0.09
NPER-BIG,HurdleMOIC,1.3
NPER-BIG,RelColl,2500000.0
OVERRIDE-NONE,LoanNo,000005100324610
OVERRIDE-NONE,UPB,1000000.0
OVERRIDE-NONE,IntBal,40000.0
OVERRIDE-NONE,CRate,0.0725
OVERRIDE-NONE,DRate,0.1225
OVERRIDE-NONE,CPmt,7500.0
OVERRIDE-NONE,MatDt,2031-06-01
OVERRIDE-NONE,T3,22000.0
OVERRIDE-NONE,T6,44000.0
OVERRIDE-NONE,T12,88000.0
OVERRIDE-NONE,T24,176000.0
OVERRIDE-NONE,PmtSel,Current PMT
OVERRIDE-NONE,UserPmt,0.0
OVERRIDE-NONE,TermMonths,0
OVERRIDE-NONE,MTrailSel,12M
OVERRIDE-NONE,TrailPct,1.0
OVERRIDE-NONE,RateSel,Contractual
OVERRIDE-NONE,UserRate,0.0
OVERRIDE-NONE,LegalInit,0.0
OVERRIDE-NONE,LegalStartM,0
OVERRIDE-NONE,HoldCost,0.0
OVERRIDE-NONE,LegalEndM,0
OVERRIDE-NONE,AddBack,No
OVERRIDE-NONE,ExitType,PIF
OVERRIDE-NONE,DPOPct,0.25
OVERRIDE-NONE,UserExit,0.0
OVERRIDE-NONE,ValCapPct,1.0
OVERRIDE-NONE,YTMTgt,0.15
OVERRIDE-NONE,AddAccrued,No
OVERRIDE-NONE,LiqAcrM,0
OVERRIDE-NONE,StartMonth,1
OVERRIDE-NONE,ExitMonth,24
OVERRIDE-NONE,BidOverride,
OVERRIDE-NONE,Yield,0.15
OVERRIDE-NONE,CutoffDt,2026-07-01
OVERRIDE-NONE,AnchorDt,2026-07-31
OVERRIDE-NONE,MinMonthsJ2,0
OVERRIDE-NONE,HurdleYTM,0.1
OVERRIDE-NONE,HurdleCY,0.09
OVERRIDE-NONE,HurdleMOIC,1.3
OVERRIDE-NONE,RelColl,2500000.0
OPT-HURDLE-HIGH,LoanNo,000005100324610
OPT-HURDLE-HIGH,UPB,1000000.0
OPT-HURDLE-HIGH,IntBal,40000.0
OPT-HURDLE-HIGH,CRate,0.0725
OPT-HURDLE-HIGH,DRate,0.1225
OPT-HURDLE-HIGH,CPmt,7500.0
OPT-HURDLE-HIGH,MatDt,2031-06-01
OPT-HURDLE-HIGH,T3,22000.0
OPT-HURDLE-HIGH,T6,44000.0
OPT-HURDLE-HIGH,T12,88000.0
OPT-HURDLE-HIGH,T24,176000.0
OPT-HURDLE-HIGH,PmtSel,Current PMT
OPT-HURDLE-HIGH,UserPmt,0.0
OPT-HURDLE-HIGH,TermMonths,0
OPT-HURDLE-HIGH,MTrailSel,12M
OPT-HURDLE-HIGH,TrailPct,1.0
OPT-HURDLE-HIGH,RateSel,Contractual
OPT-HURDLE-HIGH,UserRate,0.0
OPT-HURDLE-HIGH,LegalInit,0.0
OPT-HURDLE-HIGH,LegalStartM,0
OPT-HURDLE-HIGH,HoldCost,0.0
OPT-HURDLE-HIGH,LegalEndM,0
OPT-HURDLE-HIGH,AddBack,No
OPT-HURDLE-HIGH,ExitType,PIF
OPT-HURDLE-HIGH,DPOPct,0.25
OPT-HURDLE-HIGH,UserExit,0.0
OPT-HURDLE-HIGH,ValCapPct,1.0
OPT-HURDLE-HIGH,YTMTgt,0.15
OPT-HURDLE-HIGH,AddAccrued,No
OPT-HURDLE-HIGH,LiqAcrM,0
OPT-HURDLE-HIGH,StartMonth,1
OPT-HURDLE-HIGH,ExitMonth,24
OPT-HURDLE-HIGH,BidOverride,
OPT-HURDLE-HIGH,Yield,0.15
OPT-HURDLE-HIGH,CutoffDt,2026-07-01
OPT-HURDLE-HIGH,AnchorDt,2026-07-31
OPT-HURDLE-HIGH,MinMonthsJ2,0
OPT-HURDLE-HIGH,HurdleYTM,0.5
OPT-HURDLE-HIGH,HurdleCY,0.9
OPT-HURDLE-HIGH,HurdleMOIC,5
OPT-HURDLE-HIGH,RelColl,2500000.0
OPT-HURDLE-LOW,LoanNo,000005100324610
OPT-HURDLE-LOW,UPB,1000000.0
OPT-HURDLE-LOW,IntBal,40000.0
OPT-HURDLE-LOW,CRate,0.0725
OPT-HURDLE-LOW,DRate,0.1225
OPT-HURDLE-LOW,CPmt,7500.0
OPT-HURDLE-LOW,MatDt,2031-06-01
OPT-HURDLE-LOW,T3,22000.0
OPT-HURDLE-LOW,T6,44000.0
OPT-HURDLE-LOW,T12,88000.0
OPT-HURDLE-LOW,T24,176000.0
OPT-HURDLE-LOW,PmtSel,Current PMT
OPT-HURDLE-LOW,UserPmt,0.0
OPT-HURDLE-LOW,TermMonths,0
OPT-HURDLE-LOW,MTrailSel,12M
OPT-HURDLE-LOW,TrailPct,1.0
OPT-HURDLE-LOW,RateSel,Contractual
OPT-HURDLE-LOW,UserRate,0.0
OPT-HURDLE-LOW,LegalInit,0.0
OPT-HURDLE-LOW,LegalStartM,0
OPT-HURDLE-LOW,HoldCost,0.0
OPT-HURDLE-LOW,LegalEndM,0
OPT-HURDLE-LOW,AddBack,No
OPT-HURDLE-LOW,ExitType,PIF
OPT-HURDLE-LOW,DPOPct,0.25
OPT-HURDLE-LOW,UserExit,0.0
OPT-HURDLE-LOW,ValCapPct,1.0
OPT-HURDLE-LOW,YTMTgt,0.15
OPT-HURDLE-LOW,AddAccrued,No
OPT-HURDLE-LOW,LiqAcrM,0
OPT-HURDLE-LOW,StartMonth,1
OPT-HURDLE-LOW,ExitMonth,24
OPT-HURDLE-LOW,BidOverride,
OPT-HURDLE-LOW,Yield,0.15
OPT-HURDLE-LOW,CutoffDt,2026-07-01
OPT-HURDLE-LOW,AnchorDt,2026-07-31
OPT-HURDLE-LOW,MinMonthsJ2,0
OPT-HURDLE-LOW,HurdleYTM,0.0
OPT-HURDLE-LOW,HurdleCY,0.0
OPT-HURDLE-LOW,HurdleMOIC,0.0
OPT-HURDLE-LOW,RelColl,2500000.0
TRAIL-ZERO,LoanNo,000005100324610
TRAIL-ZERO,UPB,1000000.0
TRAIL-ZERO,IntBal,40000.0
TRAIL-ZERO,CRate,0.0725
TRAIL-ZERO,DRate,0.1225
TRAIL-ZERO,CPmt,7500.0
TRAIL-ZERO,MatDt,2031-06-01
TRAIL-ZERO,T3,0
TRAIL-ZERO,T6,0
TRAIL-ZERO,T12,0
TRAIL-ZERO,T24,0
TRAIL-ZERO,PmtSel,Current PMT
TRAIL-ZERO,UserPmt,0.0
TRAIL-ZERO,TermMonths,0
TRAIL-ZERO,MTrailSel,12M
TRAIL-ZERO,TrailPct,1.0
TRAIL-ZERO,RateSel,Contractual
TRAIL-ZERO,UserRate,0.0
TRAIL-ZERO,LegalInit,0.0
TRAIL-ZERO,LegalStartM,0
TRAIL-ZERO,HoldCost,0.0
TRAIL-ZERO,LegalEndM,0
TRAIL-ZERO,AddBack,No
TRAIL-ZERO,ExitType,PIF
TRAIL-ZERO,DPOPct,0.25
TRAIL-ZERO,UserExit,0.0
TRAIL-ZERO,ValCapPct,1.0
TRAIL-ZERO,YTMTgt,0.15
TRAIL-ZERO,AddAccrued,No
TRAIL-ZERO,LiqAcrM,0
TRAIL-ZERO,StartMonth,1
TRAIL-ZERO,ExitMonth,24
TRAIL-ZERO,BidOverride,
TRAIL-ZERO,Yield,0.15
TRAIL-ZERO,CutoffDt,2026-07-01
TRAIL-ZERO,AnchorDt,2026-07-31
TRAIL-ZERO,MinMonthsJ2,0
TRAIL-ZERO,HurdleYTM,0.1
TRAIL-ZERO,HurdleCY,0.09
TRAIL-ZERO,HurdleMOIC,1.3
TRAIL-ZERO,RelColl,2500000.0
REL-NOCOLL,LoanNo,000005100324610
REL-NOCOLL,UPB,1000000.0
REL-NOCOLL,IntBal,40000.0
REL-NOCOLL,CRate,0.0725
REL-NOCOLL,DRate,0.1225
REL-NOCOLL,CPmt,7500.0
REL-NOCOLL,MatDt,2031-06-01
REL-NOCOLL,T3,22000.0
REL-NOCOLL,T6,44000.0
REL-NOCOLL,T12,88000.0
REL-NOCOLL,T24,176000.0
REL-NOCOLL,PmtSel,Current PMT
REL-NOCOLL,UserPmt,0.0
REL-NOCOLL,TermMonths,0
REL-NOCOLL,MTrailSel,12M
REL-NOCOLL,TrailPct,1.0
REL-NOCOLL,RateSel,Contractual
REL-NOCOLL,UserRate,0.0
REL-NOCOLL,LegalInit,0.0
REL-NOCOLL,LegalStartM,0
REL-NOCOLL,HoldCost,0.0
REL-NOCOLL,LegalEndM,0
REL-NOCOLL,AddBack,No
REL-NOCOLL,ExitType,PIF
REL-NOCOLL,DPOPct,0.25
REL-NOCOLL,UserExit,0.0
REL-NOCOLL,ValCapPct,1.0
REL-NOCOLL,YTMTgt,0.15
REL-NOCOLL,AddAccrued,No
REL-NOCOLL,LiqAcrM,0
REL-NOCOLL,StartMonth,1
REL-NOCOLL,ExitMonth,24
REL-NOCOLL,BidOverride,
REL-NOCOLL,Yield,0.15
REL-NOCOLL,CutoffDt,2026-07-01
REL-NOCOLL,AnchorDt,2026-07-31
REL-NOCOLL,MinMonthsJ2,0
REL-NOCOLL,HurdleYTM,0.1
REL-NOCOLL,HurdleCY,0.09
REL-NOCOLL,HurdleMOIC,1.3
