case_id,field,expected,tol
LEGAL-ADDBACK-BOTH,MinHAll,27.0,0.0
LEGAL-ADDBACK-BOTH,Net01,7500.0,0.005
LEGAL-ADDBACK-BOTH,Net02,7500.0,0.005
LEGAL-ADDBACK-BOTH,Net12,7500.0,0.005
LEGAL-ADDBACK-BOTH,Net23,7500.0,0.005
LEGAL-ADDBACK-BOTH,Net24,982956.9866081129,0.005
LEGAL-ADDBACK-BOTH,Net25,0.0,0.005
LEGAL-ADDBACK-BOTH,Net36,0.0,0.005
LEGAL-ADDBACK-BOTH,Net60,0.0,0.005
LEGAL-ADDBACK-BOTH,Opt06_Bid,962654.848312849,0.005
LEGAL-ADDBACK-BOTH,Opt12_Bid,927813.3587306127,0.005
LEGAL-ADDBACK-BOTH,Opt24_Bid,866260.9859243437,0.005
LEGAL-ADDBACK-BOTH,Opt36_Bid,814300.0725367046,0.005
LEGAL-ADDBACK-BOTH,Opt60_Bid,733724.5384821825,0.005
LEGAL-START0,PmtPull,7500.0,0.005
LEGAL-START0,ExitVal,969956.9866081129,0.005
LEGAL-START0,BidNPV,869014.5129561055,0.005
LEGAL-START0,BidPct,0.8690145129561055,1e-09
LEGAL-START0,CY12,0.10356558913366037,1e-09
LEGAL-START0,MOIC,1.3146581208659505,1.3146581208659506e-09
LEGAL-START0,ImpDPO,0.0,1e-09
LEGAL-START0,BidMwVx,0.3476058051824422,1e-09
LEGAL-START0,F12P12,1.0227272727272727,1.0227272727272727e-09
LEGAL-START0,MTM,59.0,0.0
LEGAL-START0,MTA,271.0,0.0
LEGAL-START0,UseMTM,59.0,0.0
LEGAL-START0,BalAtExit,896995.9530129714,0.005
LEGAL-START0,YtmIRR,0.10855054205389866,1e-06
LEGAL-START0,YtmXIRR,0.11399946893819307,1e-06
LEGAL-START0,SellYTM,0.15000000000177283,1e-06
LEGAL-START0,MinHYTM,18.0,0.0
LEGAL-START0,MinHCY,1.0,0.0
LEGAL-START0,MinHMOIC,23.0,0.0
LEGAL-START0,MinHAll,23.0,0.0
LEGAL-START0,Net01,7500.0,0.005
LEGAL-START0,Net02,7500.0,0.005
LEGAL-START0,Net12,7500.0,0.005
LEGAL-START0,Net23,7500.0,0.005
LEGAL-START0,Net24,969956.9866081129,0.005
LEGAL-START0,Net25,0.0,0.005
LEGAL-START0,Net36,0.0,0.005
LEGAL-START0,Net60,0.0,0.005
LEGAL-START0,Opt06_Bid,963024.7586320802,0.005
LEGAL-START0,Opt12_Bid,929015.8358487263,0.005
LEGAL-START0,Opt24_Bid,869014.5129561055,0.005
LEGAL-START0,Opt36_Bid,818389.8424087621,0.005
LEGAL-START0,Opt60_Bid,739957.248572423,0.005
LEGAL-START-AFTER-EXIT,PmtPull,7500.0,0.005
LEGAL-START-AFTER-EXIT,ExitVal,969956.9866081129,0.005
LEGAL-START-AFTER-EXIT,BidNPV,862125.6262349535,0.005
LEGAL-START-AFTER-EXIT,BidPct,0.8621256262349535,1e-09
LEGAL-START-AFTER-EXIT,CY12,0.10439313861141679,1e-09
LEGAL-START-AFTER-EXIT,MOIC,1.3135637686049788,1.313563768604979e-09
LEGAL-START-AFTER-EXIT,ImpDPO,0.0,1e-09
LEGAL-START-AFTER-EXIT,BidMwVx,0.34485025049398144,1e-09
LEGAL-START-AFTER-EXIT,F12P12,1.0227272727272727,1.0227272727272727e-09
LEGAL-START-AFTER-EXIT,MTM,59.0,0.0
LEGAL-START-AFTER-EXIT,MTA,271.0,0.0
LEGAL-START-AFTER-EXIT,UseMTM,59.0,0.0
LEGAL-START-AFTER-EXIT,BalAtExit,896995.9530129714,0.005
LEGAL-START-AFTER-EXIT,YtmIRR,0.11062123079432168,1e-06
LEGAL-START-AFTER-EXIT,YtmXIRR,0.11628533033766336,1e-06
LEGAL-START-AFTER-EXIT,SellYTM,,1e-06
LEGAL-START-AFTER-EXIT,MinHYTM,17.0,0.0
LEGAL-START-AFTER-EXIT,MinHCY,1.0,0.0
LEGAL-START-AFTER-EXIT,MinHMOIC,24.0,0.0
LEGAL-START-AFTER-EXIT,MinHAll,24.0,0.0
LEGAL-START-AFTER-EXIT,Net01,7500.0,0.005
LEGAL-START-AFTER-EXIT,Net02,7500.0,0.005
LEGAL-START-AFTER-EXIT,Net12,7500.0,0.005
LEGAL-START-AFTER-EXIT,Net23,7500.0,0.005
LEGAL-START-AFTER-EXIT,Net24,969956.9866081129,0.005
LEGAL-START-AFTER-EXIT,Net25,0.0,0.005
LEGAL-START-AFTER-EXIT,Net36,0.0,0.005
LEGAL-START-AFTER-EXIT,Net60,0.0,0.005
LEGAL-START-AFTER-EXIT,Opt06_Bid,956135.8719109282,0.005
LEGAL-START-AFTER-EXIT,Opt12_Bid,922126.9491275743,0.005
LEGAL-START-AFTER-EXIT,Opt24_Bid,862125.6262349535,0.005
LEGAL-START-AFTER-EXIT,Opt36_Bid,809521.7751155412,0.005
LEGAL-START-AFTER-EXIT,Opt60_Bid,729849.3483848902,0.005
LEGAL-END-BEFORE-START,PmtPull,7500.0,0.005
LEGAL-END-BEFORE-START,ExitVal,976956.9866081129,0.005
LEGAL-END-BEFORE-START,BidNPV,865267.6855590348,0.005
LEGAL-END-BEFORE-START,BidPct,0.8652676855590348,1e-09
LEGAL-END-BEFORE-START,CY12,0.09245693712497001,1e-09
LEGAL-END-BEFORE-START,MOIC,1.3168837870929262,1.3168837870929263e-09
LEGAL-END-BEFORE-START,ImpDPO,-0.00721681486565573,1e-09
LEGAL-END-BEFORE-START,BidMwVx,0.3461070742236139,1e-09
LEGAL-END-BEFORE-START,F12P12,0.9090909090909091,1e-09
LEGAL-END-BEFORE-START,MTM,59.0,0.0
LEGAL-END-BEFORE-START,MTA,271.0,0.0
LEGAL-END-BEFORE-START,UseMTM,59.0,0.0
LEGAL-END-BEFORE-START,BalAtExit,896995.9530129714,0.005
LEGAL-END-BEFORE-START,YtmIRR,0.10967435796132964,1e-06
LEGAL-END-BEFORE-START,YtmXIRR,0.11523953222470457,1e-06
LEGAL-END-BEFORE-START,SellYTM,0.15000000000177283,1e-06
LEGAL-END-BEFORE-START,MinHYTM,18.0,0.0
LEGAL-END-BEFORE-START,MinHCY,1.0,0.0
LEGAL-END-BEFORE-START,MinHMOIC,23.0,0.0
LEGAL-END-BEFORE-START,MinHAll,23.0,0.0
LEGAL-END-BEFORE-START,Net01,7500.0,0.005
LEGAL-END-BEFORE-START,Net02,7500.0,0.005
LEGAL-END-BEFORE-START,Net12,7500.0,0.005
LEGAL-END-BEFORE-START,Net23,7500.0,0.005
LEGAL-END-BEFORE-START,Net24,976956.9866081129,0.005
LEGAL-END-BEFORE-START,Net25,0.0,0.005
LEGAL-END-BEFORE-START,Net36,0.0,0.005
LEGAL-END-BEFORE-START,Net60,0.0,0.005
LEGAL-END-BEFORE-START,Opt06_Bid,960579.7758867219,0.005
LEGAL-END-BEFORE-START,Opt12_Bid,926104.1891743892,0.005
LEGAL-END-BEFORE-START,Opt24_Bid,865267.6855590348,0.005
LEGAL-END-BEFORE-START,Opt36_Bid,813923.4996361475,0.005
LEGAL-END-BEFORE-START,Opt60_Bid,734337.0149130945,0.005
LEGAL-IRRSOLVE,PmtPull,7500.0,0.005
LEGAL-IRRSOLVE,ExitVal,936422.2011096474,0.005
LEGAL-IRRSOLVE,BidNPV,831723.0045391994,0.005
LEGAL-IRRSOLVE,BidPct,0.8317230045391995,1e-09
LEGAL-IRRSOLVE,CY12,0.09257889896006954,1e-09
LEGAL-IRRSOLVE,MOIC,1.317652866553598,1.3176528665535982e-09
LEGAL-IRRSOLVE,ImpDPO,0.03457347692884283,1e-09
LEGAL-IRRSOLVE,BidMwVx,0.33268920181567974,1e-09
LEGAL-IRRSOLVE,F12P12,0.875,1e-09
LEGAL-IRRSOLVE,MTM,59.0,0.0
LEGAL-IRRSOLVE,MTA,271.0,0.0
LEGAL-IRRSOLVE,UseMTM,59.0,0.0
LEGAL-IRRSOLVE,BalAtExit,896995.9530129714,0.005
LEGAL-IRRSOLVE,YtmIRR,0.12000000000220948,1e-06
LEGAL-IRRSOLVE,YtmXIRR,0.126692552453401,1e-06
LEGAL-IRRSOLVE,SellYTM,0.15000000000177283,1e-06
LEGAL-IRRSOLVE,MinHYTM,1.0,0.0
LEGAL-IRRSOLVE,MinHCY,1.0,0.0
LEGAL-IRRSOLVE,MinHMOIC,23.0,0.0
LEGAL-IRRSOLVE,MinHAll,23.0,0.0
LEGAL-IRRSOLVE,Net01,7500.0,0.005
LEGAL-IRRSOLVE,Net02,7500.0,0.005
LEGAL-IRRSOLVE,Net12,7500.0,0.005
LEGAL-IRRSOLVE,Net23,7500.0,0.005
LEGAL-IRRSOLVE,Net24,936422.2011096474,0.005
LEGAL-IRRSOLVE,Net25,0.0,0.005
LEGAL-IRRSOLVE,Net36,0.0,0.005
LEGAL-IRRSOLVE,Net60,0.0,0.005
LEGAL-IRRSOLVE,Opt06_Bid,831258.9171012025,0.005
LEGAL-IRRSOLVE,Opt12_Bid,831723.0045391992,0.005
LEGAL-IRRSOLVE,Opt24_Bid,831723.0045391994,0.005
LEGAL-IRRSOLVE,Opt36_Bid,831723.0045391996,0.005
LEGAL-IRRSOLVE,Opt60_Bid,831723.0045392001,0.005
D360-FEB28,PmtPull,7500.0,0.005
D360-FEB28,ExitVal,969956.9866081129,0.005
D360-FEB28,BidNPV,869014.5129561055,0.005
D360-FEB28,BidPct,0.8690145129561055,1e-09
D360-FEB28,CY12,0.10356558913366037,1e-09
D360-FEB28,MOIC,1.3146581208659505,1.3146581208659506e-09
D360-FEB28,ImpDPO,0.0,1e-09
D360-FEB28,BidMwVx,0.3476058051824422,1e-09
D360-FEB28,F12P12,1.0227272727272727,1.0227272727272727e-09
D360-FEB28,MTM,24.0,0.0
D360-FEB28,MTA,271.0,0.0
D360-FEB28,UseMTM,23.0,0.0
D360-FEB28,BalAtExit,964132.0223066767,0.005
D360-FEB28,YtmIRR,0.15306529021177012,1e-06
D360-FEB28,YtmXIRR,0.1644766388820033,1e-06
D360-FEB28,SellYTM,0.15000000000177283,1e-06
D360-FEB28,MinHYTM,8.0,0.0
D360-FEB28,MinHCY,1.0,0.0
D360-FEB28,MinHMOIC,23.0,0.0
D360-FEB28,MinHAll,23.0,0.0
D360-FEB28,Net01,7500.0,0.005
D360-FEB28,Net02,7500.0,0.005
D360-FEB28,Net12,7500.0,0.005
D360-FEB28,Net23,7500.0,0.005
D360-FEB28,Net24,969956.9866081129,0.005
D360-FEB28,Net25,0.0,0.005
D360-FEB28,Net36,0.0,0.005
D360-FEB28,Net60,0.0,0.005
D360-FEB28,Opt06_Bid,963024.7586320802,0.005
D360-FEB28,Opt12_Bid,929015.8358487263,0.005
D360-FEB28,Opt24_Bid,869014.5129561055,0.005
D360-FEB28,Opt36_Bid,818389.8424087621,0.005
D360-FEB28,Opt60_Bid,739957.248572423,0.005
D360-JAN30-FEB28,PmtPull,7500.0,0.005
D360-JAN30-FEB28,ExitVal,969956.9866081129,0.005
D360-JAN30-FEB28,BidNPV,869014.5129561055,0.005
D360-JAN30-FEB28,BidPct,0.8690145129561055,1e-09
D360-JAN30-FEB28,CY12,0.10356558913366037,1e-09
D360-JAN30-FEB28,MOIC,1.3146581208659505,1.3146581208659506e-09
D360-JAN30-FEB28,ImpDPO,0.0,1e-09
D360-JAN30-FEB28,BidMwVx,0.3476058051824422,1e-09
D360-JAN30-FEB28,F12P12,1.0227272727272727,1.0227272727272727e-09
D360-JAN30-FEB28,MTM,12.0,0.0
D360-JAN30-FEB28,MTA,271.0,0.0
D360-JAN30-FEB28,UseMTM,12.0,0.0
D360-JAN30-FEB28,BalAtExit,981906.6178638171,0.005
D360-JAN30-FEB28,YtmIRR,0.22084361506926986,1e-06
D360-JAN30-FEB28,YtmXIRR,0.24469846507248783,1e-06
D360-JAN30-FEB28,SellYTM,0.15000000000177283,1e-06
D360-JAN30-FEB28,MinHYTM,5.0,0.0
D360-JAN30-FEB28,MinHCY,1.0,0.0
D360-JAN30-FEB28,MinHMOIC,23.0,0.0
D360-JAN30-FEB28,MinHAll,23.0,0.0
D360-JAN30-FEB28,Net01,7500.0,0.005
D360-JAN30-FEB28,Net02,7500.0,0.005
D360-JAN30-FEB28,Net12,7500.0,0.005
D360-JAN30-FEB28,Net23,7500.0,0.005
D360-JAN30-FEB28,Net24,969956.9866081129,0.005
D360-JAN30-FEB28,Net25,0.0,0.005
D360-JAN30-FEB28,Net36,0.0,0.005
D360-JAN30-FEB28,Net60,0.0,0.005
D360-JAN30-FEB28,Opt06_Bid,963024.7586320802,0.005
D360-JAN30-FEB28,Opt12_Bid,929015.8358487263,0.005
D360-JAN30-FEB28,Opt24_Bid,869014.5129561055,0.005
D360-JAN30-FEB28,Opt36_Bid,818389.8424087621,0.005
D360-JAN30-FEB28,Opt60_Bid,739957.248572423,0.005
D360-MAT-BEFORE-CUTOFF,PmtPull,7500.0,0.005
D360-MAT-BEFORE-CUTOFF,ExitVal,969956.9866081129,0.005
D360-MAT-BEFORE-CUTOFF,BidNPV,869014.5129561055,0.005
D360-MAT-BEFORE-CUTOFF,BidPct,0.8690145129561055,1e-09
D360-MAT-BEFORE-CUTOFF,CY12,0.10356558913366037,1e-09
D360-MAT-BEFORE-CUTOFF,MOIC,1.3146581208659505,1.3146581208659506e-09
D360-MAT-BEFORE-CUTOFF,ImpDPO,0.0,1e-09
D360-MAT-BEFORE-CUTOFF,BidMwVx,0.3476058051824422,1e-09
D360-MAT-BEFORE-CUTOFF,F12P12,1.0227272727272727,1.0227272727272727e-09
D360-MAT-BEFORE-CUTOFF,MTM,-18.0,0.0
D360-MAT-BEFORE-CUTOFF,MTA,271.0,0.0
D360-MAT-BEFORE-CUTOFF,UseMTM,0.0,0.0
D360-MAT-BEFORE-CUTOFF,BalAtExit,,0.005
D360-MAT-BEFORE-CUTOFF,YtmIRR,,1e-06
D360-MAT-BEFORE-CUTOFF,YtmXIRR,,1e-06
D360-MAT-BEFORE-CUTOFF,SellYTM,0.15000000000177283,1e-06
D360-MAT-BEFORE-CUTOFF,MinHYTM,,0.0
D360-MAT-BEFORE-CUTOFF,MinHCY,1.0,0.0
D360-MAT-BEFORE-CUTOFF,MinHMOIC,23.0,0.0
D360-MAT-BEFORE-CUTOFF,MinHAll,,0.0
D360-MAT-BEFORE-CUTOFF,Net01,7500.0,0.005
D360-MAT-BEFORE-CUTOFF,Net02,7500.0,0.005
D360-MAT-BEFORE-CUTOFF,Net12,7500.0,0.005
D360-MAT-BEFORE-CUTOFF,Net23,7500.0,0.005
D360-MAT-BEFORE-CUTOFF,Net24,969956.9866081129,0.005
D360-MAT-BEFORE-CUTOFF,Net25,0.0,0.005
D360-MAT-BEFORE-CUTOFF,Net36,0.0,0.005
D360-MAT-BEFORE-CUTOFF,Net60,0.0,0.005
D360-MAT-BEFORE-CUTOFF,Opt06_Bid,963024.7586320802,0.005
D360-MAT-BEFORE-CUTOFF,Opt12_Bid,929015.8358487263,0.005
D360-MAT-BEFORE-CUTOFF,Opt24_Bid,869014.5129561055,0.005
D360-MAT-BEFORE-CUTOFF,Opt36_Bid,818389.8424087621,0.005
D360-MAT-BEFORE-CUTOFF,Opt60_Bid,739957.248572423,0.005
DATEDIF-DAYROLL,PmtPull,7500.0,0.005
DATEDIF-DAYROLL,ExitVal,969956.9866081129,0.005
DATEDIF-DAYROLL,BidNPV,869014.5129561055,0.005
DATEDIF-DAYROLL,BidPct,0.8690145129561055,1e-09
DATEDIF-DAYROLL,CY12,0.10356558913366037,1e-09
DATEDIF-DAYROLL,MOIC,1.3146581208659505,1.3146581208659506e-09
DATEDIF-DAYROLL,ImpDPO,0.0,1e-09
DATEDIF-DAYROLL,BidMwVx,0.3476058051824422,1e-09
DATEDIF-DAYROLL,F12P12,1.0227272727272727,1.0227272727272727e-09
DATEDIF-DAYROLL,MTM,58.0,0.0
DATEDIF-DAYROLL,MTA,271.0,0.0
DATEDIF-DAYROLL,UseMTM,58.0,0.0
DATEDIF-DAYROLL,BalAtExit,899064.107364312,0.005
DATEDIF-DAYROLL,YtmIRR,0.10903128138484064,1e-06
DATEDIF-DAYROLL,YtmXIRR,0.11455910611006795,1e-06
DATEDIF-DAYROLL,SellYTM,0.15000000000177283,1e-06
DATEDIF-DAYROLL,MinHYTM,18.0,0.0
DATEDIF-DAYROLL,MinHCY,1.0,0.0
DATEDIF-DAYROLL,MinHMOIC,23.0,0.0
DATEDIF-DAYROLL,MinHAll,23.0,0.0
DATEDIF-DAYROLL,Net01,7500.0,0.005
DATEDIF-DAYROLL,Net02,7500.0,0.005
DATEDIF-DAYROLL,Net12,7500.0,0.005
DATEDIF-DAYROLL,Net23,7500.0,0.005
DATEDIF-DAYROLL,Net24,969956.9866081129,0.005
DATEDIF-DAYROLL,Net25,0.0,0.005
DATEDIF-DAYROLL,Net36,0.0,0.005
DATEDIF-DAYROLL,Net60,0.0,0.005
DATEDIF-DAYROLL,Opt06_Bid,963024.7586320802,0.005
DATEDIF-DAYROLL,Opt12_Bid,929015.8358487263,0.005
DATEDIF-DAYROLL,Opt24_Bid,869014.5129561055,0.005
DATEDIF-DAYROLL,Opt36_Bid,818389.8424087621,0.005
DATEDIF-DAYROLL,Opt60_Bid,739957.248572423,0.005
YTM-J2-FLOOR,PmtPull,7500.0,0.005
YTM-J2-FLOOR,ExitVal,969956.9866081129,0.005
YTM-J2-FLOOR,BidNPV,869014.5129561055,0.005
YTM-J2-FLOOR,BidPct,0.8690145129561055,1e-09
YTM-J2-FLOOR,CY12,0.10356558913366037,1e-09
YTM-J2-FLOOR,MOIC,1.3146581208659505,1.3146581208659506e-09
YTM-J2-FLOOR,ImpDPO,0.0,1e-09
YTM-J2-FLOOR,BidMwVx,0.3476058051824422,1e-09
YTM-J2-FLOOR,F12P12,1.0227272727272727,1.0227272727272727e-09
YTM-J2-FLOOR,MTM,8.0,0.0
YTM-J2-FLOOR,MTA,271.0,0.0
YTM-J2-FLOOR,UseMTM,24.0,0.0
YTM-J2-FLOOR,BalAtExit,962456.9866081129,0.005
YTM-J2-FLOOR,YtmIRR,0.15000000000177283,1e-06
YTM-J2-FLOOR,YtmXIRR,0.16049884226681027,1e-06
YTM-J2-FLOOR,SellYTM,0.15000000000177283,1e-06
YTM-J2-FLOOR,MinHYTM,9.0,0.0
YTM-J2-FLOOR,MinHCY,1.0,0.0
YTM-J2-FLOOR,MinHMOIC,23.0,0.0
YTM-J2-FLOOR,MinHAll,23.0,0.0
YTM-J2-FLOOR,Net01,7500.0,0.005
YTM-J2-FLOOR,Net02,7500.0,0.005
YTM-J2-FLOOR,Net12,7500.0,0.005
YTM-J2-FLOOR,Net23,7500.0,0.005
YTM-J2-FLOOR,Net24,969956.9866081129,0.005
YTM-J2-FLOOR,Net25,0.0,0.005
YTM-J2-FLOOR,Net36,0.0,0.005
YTM-J2-FLOOR,Net60,0.0,0.005
YTM-J2-FLOOR,Opt06_Bid,963024.7586320802,0.005
YTM-J2-FLOOR,Opt12_Bid,929015.8358487263,0.005
YTM-J2-FLOOR,Opt24_Bid,869014.5129561055,0.005
YTM-J2-FLOOR,Opt36_Bid,818389.8424087621,0.005
YTM-J2-FLOOR,Opt60_Bid,739957.248572423,0.005
NPER-PMT-LT-INTEREST,PmtPull,5000.0,0.005
NPER-PMT-LT-INTEREST,ExitVal,1031816.4381370624,0.005
NPER-PMT-LT-INTEREST,BidNPV,865221.3229390354,0.005
NPER-PMT-LT-INTEREST,BidPct,0.8652213229390354,1e-09
NPER-PMT-LT-INTEREST,CY12,0.06934641855125394,1e-09
NPER-PMT-LT-INTEREST,MOIC,1.325460212008516,1.3254602120085161e-09
NPER-PMT-LT-INTEREST,ImpDPO,0.0,1e-09
NPER-PMT-LT-INTEREST,BidMwVx,0.34608852917561417,1e-09
NPER-PMT-LT-INTEREST,F12P12,0.6818181818181818,1e-09
NPER-PMT-LT-INTEREST,MTM,59.0,0.0
NPER-PMT-LT-INTEREST,MTA,360.0,0.0
NPER-PMT-LT-INTEREST,UseMTM,59.0,0.0
NPER-PMT-LT-INTEREST,BalAtExit,1073574.319276449,0.005
NPER-PMT-LT-INTEREST,YtmIRR,0.10679843339807958,1e-06
NPER-PMT-LT-INTEREST,YtmXIRR,0.11207716502856233,1e-06
NPER-PMT-LT-INTEREST,SellYTM,0.15000000000177283,1e-06
NPER-PMT-LT-INTEREST,MinHYTM,20.0,0.0
NPER-PMT-LT-INTEREST,MinHCY,1.0,0.0
NPER-PMT-LT-INTEREST,MinHMOIC,23.0,0.0
NPER-PMT-LT-INTEREST,MinHAll,,0.0
NPER-PMT-LT-INTEREST,Net01,5000.0,0.005
NPER-PMT-LT-INTEREST,Net02,5000.0,0.005
NPER-PMT-LT-INTEREST,Net12,5000.0,0.005
NPER-PMT-LT-INTEREST,Net23,5000.0,0.005
NPER-PMT-LT-INTEREST,Net24,1031816.4381370624,0.005
NPER-PMT-LT-INTEREST,Net25,0.0,0.005
NPER-PMT-LT-INTEREST,Net36,0.0,0.005
NPER-PMT-LT-INTEREST,Net60,0.0,0.005
NPER-PMT-LT-INTEREST,Opt06_Bid,962794.3482851322,0.005
NPER-PMT-LT-INTEREST,Opt12_Bid,928039.1633412153,0.005
NPER-PMT-LT-INTEREST,Opt24_Bid,865221.3229390354,0.005
NPER-PMT-LT-INTEREST,Opt36_Bid,810341.0809142472,0.005
NPER-PMT-LT-INTEREST,Opt60_Bid,720361.8418662068,0.005
NPER-BIG,PmtPull,6100.0,0.005
NPER-BIG,ExitVal,1004598.2794643246,0.005
NPER-BIG,BidNPV,866890.3265465463,0.005
NPER-BIG,BidPct,0.8668903265465463,1e-09
NPER-BIG,CY12,0.08443974717264266,1e-09
NPER-BIG,MOIC,1.320695645578704,1.3206956455787042e-09
NPER-BIG,ImpDPO,0.0,1e-09
NPER-BIG,BidMwVx,0.34675613061861854,1e-09
NPER-BIG,F12P12,0.8318181818181818,1e-09
NPER-BIG,MTM,59.0,0.0
NPER-BIG,MTA,360.0,0.0
NPER-BIG,UseMTM,59.0,0.0
NPER-BIG,BalAtExit,995879.8381205188,0.005
NPER-BIG,YtmIRR,0.10753681280052593,1e-06
NPER-BIG,YtmXIRR,0.11288693136105593,1e-06
NPER-BIG,SellYTM,0.15000000000177283,1e-06
NPER-BIG,MinHYTM,19.0,0.0
NPER-BIG,MinHCY,1.0,0.0
NPER-BIG,MinHMOIC,23.0,0.0
NPER-BIG,MinHAll,37.0,0.0
NPER-BIG,Net01,6100.0,0.005
NPER-BIG,Net02,6100.0,0.005
NPER-BIG,Net12,6100.0,0.005
NPER-BIG,Net23,6100.0,0.005
NPER-BIG,Net24,1004598.2794643246,0.005
NPER-BIG,Net25,0.0,0.005
NPER-BIG,Net36,0.0,0.005
NPER-BIG,Net60,0.0,0.005
NPER-BIG,Opt06_Bid,962895.7288377893,0.005
NPER-BIG,Opt12_Bid,928468.8992445203,0.005
NPER-BIG,Opt24_Bid,866890.3265465463,0.005
NPER-BIG,Opt36_Bid,813882.5359718339,0.005
NPER-BIG,Opt60_Bid,728983.8208169419,0.005
OVERRIDE-NONE,PmtPull,7500.0,0.005
OVERRIDE-NONE,ExitVal,969956.9866081129,0.005
OVERRIDE-NONE,BidNPV,869014.5129561055,0.005
OVERRIDE-NONE,BidPct,0.8690145129561055,1e-09
OVERRIDE-NONE,CY12,0.10356558913366037,1e-09
OVERRIDE-NONE,MOIC,1.3146581208659505,1.3146581208659506e-09
OVERRIDE-NONE,ImpDPO,0.0,1e-09
OVERRIDE-NONE,BidMwVx,0.3476058051824422,1e-09
OVERRIDE-NONE,F12P12,1.0227272727272727,1.0227272727272727e-09
OVERRIDE-NONE,MTM,59.0,0.0
OVERRIDE-NONE,MTA,271.0,0.0
OVERRIDE-NONE,UseMTM,59.0,0.0
OVERRIDE-NONE,BalAtExit,896995.9530129714,0.005
OVERRIDE-NONE,YtmIRR,0.10855054205389866,1e-06
OVERRIDE-NONE,YtmXIRR,0.11399946893819307,1e-06
OVERRIDE-NONE,SellYTM,0.15000000000177283,1e-06
OVERRIDE-NONE,MinHYTM,18.0,0.0
OVERRIDE-NONE,MinHCY,1.0,0.0
OVERRIDE-NONE,MinHMOIC,23.0,0.0
OVERRIDE-NONE,MinHAll,23.0,0.0
OVERRIDE-NONE,Net01,7500.0,0.005
OVERRIDE-NONE,Net02,7500.0,0.005
OVERRIDE-NONE,Net12,7500.0,0.005
OVERRIDE-NONE,Net23,7500.0,0.005
OVERRIDE-NONE,Net24,969956.9866081129,0.005
OVERRIDE-NONE,Net25,0.0,0.005
OVERRIDE-NONE,Net36,0.0,0.005
OVERRIDE-NONE,Net60,0.0,0.005
OVERRIDE-NONE,Opt06_Bid,963024.7586320802,0.005
OVERRIDE-NONE,Opt12_Bid,929015.8358487263,0.005
OVERRIDE-NONE,Opt24_Bid,869014.5129561055,0.005
OVERRIDE-NONE,Opt36_Bid,818389.8424087621,0.005
OVERRIDE-NONE,Opt60_Bid,739957.248572423,0.005
OPT-HURDLE-HIGH,PmtPull,7500.0,0.005
OPT-HURDLE-HIGH,ExitVal,969956.9866081129,0.005
OPT-HURDLE-HIGH,BidNPV,869014.5129561055,0.005
OPT-HURDLE-HIGH,BidPct,0.8690145129561055,1e-09
OPT-HURDLE-HIGH,CY12,0.10356558913366037,1e-09
OPT-HURDLE-HIGH,MOIC,1.3146581208659505,1.3146581208659506e-09
OPT-HURDLE-HIGH,ImpDPO,0.0,1e-09
OPT-HURDLE-HIGH,BidMwVx,0.3476058051824422,1e-09
OPT-HURDLE-HIGH,F12P12,1.0227272727272727,1.0227272727272727e-09
OPT-HURDLE-HIGH,MTM,59.0,0.0
OPT-HURDLE-HIGH,MTA,271.0,0.0
OPT-HURDLE-HIGH,UseMTM,59.0,0.0
OPT-HURDLE-HIGH,BalAtExit,896995.9530129714,0.005
OPT-HURDLE-HIGH,YtmIRR,0.10855054205389866,1e-06
OPT-HURDLE-HIGH,YtmXIRR,0.11399946893819307,1e-06
OPT-HURDLE-HIGH,SellYTM,0.15000000000177283,1e-06
OPT-HURDLE-HIGH,MinHYTM,,0.0
OPT-HURDLE-HIGH,MinHCY,1.0,0.0
OPT-HURDLE-HIGH,MinHMOIC,,0.0
OPT-HURDLE-HIGH,MinHAll,,0.0
OPT-HURDLE-HIGH,Net01,7500.0,0.005
OPT-HURDLE-HIGH,Net02,7500.0,0.005
OPT-HURDLE-HIGH,Net12,7500.0,0.005
OPT-HURDLE-HIGH,Net23,7500.0,0.005
OPT-HURDLE-HIGH,Net24,969956.9866081129,0.005
OPT-HURDLE-HIGH,Net25,0.0,0.005
OPT-HURDLE-HIGH,Net36,0.0,0.005
OPT-HURDLE-HIGH,Net60,0.0,0.005
OPT-HURDLE-HIGH,Opt06_Bid,963024.7586320802,0.005
OPT-HURDLE-HIGH,Opt12_Bid,929015.8358487263,0.005
OPT-HURDLE-HIGH,Opt24_Bid,869014.5129561055,0.005
OPT-HURDLE-HIGH,Opt36_Bid,818389.8424087621,0.005
OPT-HURDLE-HIGH,Opt60_Bid,739957.248572423,0.005
OPT-HURDLE-LOW,PmtPull,7500.0,0.005
OPT-HURDLE-LOW,ExitVal,969956.9866081129,0.005
OPT-HURDLE-LOW,BidNPV,869014.5129561055,0.005
OPT-HURDLE-LOW,BidPct,0.8690145129561055,1e-09
OPT-HURDLE-LOW,CY12,0.10356558913366037,1e-09
OPT-HURDLE-LOW,MOIC,1.3146581208659505,1.3146581208659506e-09
OPT-HURDLE-LOW,ImpDPO,0.0,1e-09
OPT-HURDLE-LOW,BidMwVx,0.3476058051824422,1e-09
OPT-HURDLE-LOW,F12P12,1.0227272727272727,1.0227272727272727e-09
OPT-HURDLE-LOW,MTM,59.0,0.0
OPT-HURDLE-LOW,MTA,271.0,0.0
